Age,Gender,Region,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
36,Female,Asia,4,6,3,0,57.86711224009249,Direct Debit,Desktop,1
50,Male,North America,24,10,3,1,74.16319163293358,Credit Card,Desktop,1
39,Male,North America,3,7,1,4,33.313544451820704,Direct Debit,Desktop,0
48,Male,North America,8,7,1,2,64.31713046411123,PayPal,Mobile,1
41,Male,Europe,1,10,3,5,70.34365751990123,Credit Card,Desktop,1
18,Female,South America,21,10,1,5,41.69317501920552,Credit Card,Desktop,0
48,Female,Asia,1,8,3,3,42.26923576617537,Credit Card,Desktop,1
36,Female,Europe,2,8,0,2,72.43038612075914,Direct Debit,Tablet,0
34,Female,Asia,24,10,0,1,32.035270843816775,PayPal,Tablet,0
37,Male,Europe,4,5,2,0,42.294216613029306,PayPal,Tablet,1
31,Male,North America,5,6,3,2,73.50109808029096,PayPal,Desktop,1
37,Female,Asia,3,8,2,3,38.201817198427996,Direct Debit,Tablet,0
29,Male,South America,11,10,3,5,44.077801542121065,Direct Debit,Mobile,0
47,Male,Asia,7,5,1,0,51.58534512311195,PayPal,Mobile,1
33,Male,Asia,11,9,4,0,17.84389616386666,Direct Debit,Tablet,1
31,Female,South America,6,10,2,5,64.78714914821511,Credit Card,Desktop,0
25,Male,South America,7,10,5,3,62.79690338937278,Direct Debit,Mobile,1
37,Male,South America,13,10,3,1,29.72873637132878,Credit Card,Mobile,0
36,Male,South America,24,10,2,5,49.93063379062795,Direct Debit,Desktop,0
38,Male,Europe,16,10,1,0,58.0093338070162,Credit Card,Tablet,0
24,Male,North America,22,10,3,4,48.599828924445944,PayPal,Tablet,0
18,Male,Asia,11,9,2,0,85.46911599206992,Credit Card,Mobile,0
41,Male,North America,5,10,4,4,44.0776546492189,Credit Card,Desktop,1
49,Female,Europe,19,10,2,2,37.0017089620802,Credit Card,Tablet,0
24,Female,Asia,19,10,3,0,23.178824319062244,PayPal,Tablet,0
50,Female,Europe,7,9,2,0,54.620719453543586,Direct Debit,Desktop,0
37,Female,Europe,17,10,1,2,78.06147888066066,Credit Card,Desktop,0
34,Female,South America,5,6,3,2,103.33981946405574,PayPal,Desktop,1
31,Female,Asia,5,5,3,5,76.14795615511285,Direct Debit,Mobile,1
21,Female,Europe,19,10,2,0,55.85580442670192,Credit Card,Mobile,0
44,Female,Asia,24,10,0,5,28.38733146502333,Credit Card,Desktop,0
27,Female,Europe,7,8,1,0,50.20992685519249,Direct Debit,Mobile,0
27,Male,Europe,24,8,2,3,50.17927901054211,PayPal,Tablet,0
44,Male,Asia,24,10,1,1,45.22994439422397,Direct Debit,Tablet,0
18,Male,North America,6,10,2,1,61.7650764868299,PayPal,Desktop,0
19,Female,South America,12,10,1,0,77.09753103822578,PayPal,Desktop,0
34,Male,Europe,11,10,2,5,82.03578508185393,PayPal,Desktop,0
37,Female,North America,2,8,0,3,71.0079298726262,Credit Card,Tablet,0
39,Male,Europe,6,9,0,0,81.166436827329,PayPal,Desktop,0
31,Male,North America,24,10,2,4,32.610263271050215,PayPal,Desktop,0
60,Male,South America,24,10,3,3,32.93326661799313,Credit Card,Mobile,0
32,Female,North America,9,10,3,1,82.26228661386014,PayPal,Desktop,0
32,Male,South America,8,10,4,1,81.18763444277627,Credit Card,Desktop,1
27,Male,Asia,13,9,1,4,38.5645374888221,Direct Debit,Mobile,0
36,Female,North America,4,9,1,3,43.30027297222771,Credit Card,Mobile,1
41,Female,Europe,9,9,4,3,43.98881793820019,PayPal,Desktop,1
47,Female,North America,11,10,2,4,29.889133413249137,Credit Card,Mobile,0
20,Female,Europe,24,10,3,2,39.961991161303345,Credit Card,Desktop,1
32,Female,Asia,17,10,2,1,51.116971437629,PayPal,Mobile,0
39,Female,South America,9,7,1,4,38.742446850858464,Credit Card,Tablet,0
40,Male,Asia,13,8,2,5,23.053936041184066,Direct Debit,Mobile,0
35,Male,Europe,3,7,1,0,22.386129093392427,Direct Debit,Desktop,0
40,Female,Asia,24,10,2,4,71.78869904758184,Direct Debit,Desktop,0
26,Female,Europe,17,10,1,4,20.73896336175478,Direct Debit,Tablet,0
50,Female,North America,22,10,1,5,67.65434362313258,Direct Debit,Tablet,0
44,Female,North America,2,9,1,5,38.83875814122944,PayPal,Desktop,0
21,Male,Europe,18,10,5,1,46.318504637574414,Credit Card,Desktop,1
24,Female,North America,5,6,3,2,45.77909971798319,Direct Debit,Mobile,1
24,Male,Asia,6,7,1,3,33.64416228274747,PayPal,Desktop,0
41,Male,South America,1,5,2,0,27.742166863814507,Credit Card,Mobile,0
22,Male,Europe,24,10,0,1,44.249995934451626,PayPal,Tablet,0
31,Female,North America,12,10,3,4,62.01040867059438,Direct Debit,Desktop,0
39,Male,South America,13,6,3,3,53.17894865579086,PayPal,Desktop,0
34,Male,South America,24,10,2,0,72.68386152771792,PayPal,Tablet,0
37,Female,South America,24,10,1,4,51.89245778078182,Credit Card,Mobile,0
24,Female,North America,16,10,1,0,72.07172194201934,PayPal,Mobile,0
40,Female,Asia,3,10,0,2,76.85802317887438,PayPal,Mobile,1
28,Male,Europe,7,10,2,3,43.46076015118197,Direct Debit,Mobile,0
31,Female,Asia,18,9,0,3,52.24881789016168,PayPal,Desktop,0
37,Female,North America,4,7,2,5,42.45335589651533,PayPal,Tablet,1
36,Female,North America,6,10,3,4,45.63411485472103,Direct Debit,Mobile,1
35,Male,Europe,13,10,2,1,99.72407923338379,PayPal,Mobile,0
27,Male,Europe,24,10,1,4,35.77363674561224,PayPal,Mobile,0
32,Female,North America,14,10,0,5,63.142416420296996,Credit Card,Tablet,0
35,Male,Europe,23,10,2,0,39.50331645286305,Credit Card,Desktop,0
21,Female,South America,24,10,1,4,48.92380475314906,Direct Debit,Mobile,0
30,Female,Europe,14,8,0,5,80.90062037970996,Credit Card,Desktop,0
38,Female,South America,1,5,2,5,58.17310897865806,PayPal,Desktop,1
22,Female,Asia,18,10,5,1,44.007657220535194,Credit Card,Tablet,1
46,Male,South America,5,10,2,5,41.14614961579248,Direct Debit,Desktop,0
47,Male,South America,18,7,3,0,72.60584351698353,Direct Debit,Desktop,1
22,Female,North America,5,8,2,5,14.657442550011922,Credit Card,Mobile,0
48,Female,South America,7,6,3,3,91.24599515910903,Credit Card,Mobile,1
33,Male,Europe,11,8,1,5,10.661874264056166,PayPal,Tablet,0
39,Male,North America,2,10,1,4,63.71439244310209,PayPal,Desktop,1
30,Male,South America,14,10,2,1,55.620106862337636,Direct Debit,Desktop,0
44,Female,South America,9,10,2,2,47.8956147522713,Credit Card,Tablet,0
39,Female,North America,7,7,2,2,80.05486120278528,PayPal,Desktop,0
26,Male,Europe,9,10,1,4,24.47298135413279,Credit Card,Desktop,0
23,Male,Europe,24,10,0,1,21.355987020003496,PayPal,Desktop,0
20,Female,Europe,23,9,0,3,41.140192085572075,Credit Card,Tablet,0
36,Male,Asia,22,10,2,3,53.86597839339082,Credit Card,Mobile,0
40,Male,Europe,3,10,0,4,90.6454998484449,Credit Card,Mobile,0
41,Male,South America,24,9,2,2,65.77953590369951,Credit Card,Mobile,0
33,Female,South America,9,10,2,4,38.590442273271236,PayPal,Desktop,0
23,Male,Asia,6,10,3,3,54.52122663313897,PayPal,Tablet,1
28,Female,Asia,24,10,2,4,65.46204235568555,Direct Debit,Tablet,0
46,Male,Europe,1,8,4,4,90.29475818857807,PayPal,Tablet,1
30,Male,Europe,24,10,2,3,29.755930256986858,PayPal,Desktop,0
36,Female,Europe,1,10,0,1,65.2300821587584,Credit Card,Desktop,0
24,Male,North America,6,8,4,1,47.02306348354442,Credit Card,Desktop,0
38,Female,South America,1,9,2,4,81.9903191262265,Credit Card,Tablet,0
30,Female,North America,6,9,1,1,62.54138892914608,PayPal,Mobile,0
45,Female,North America,3,7,1,5,39.63984771648515,Credit Card,Desktop,1
42,Female,South America,18,10,7,0,48.98236952480108,Credit Card,Tablet,0
30,Male,Asia,5,10,1,2,71.42348165986337,Credit Card,Mobile,0
33,Female,Europe,24,10,1,5,48.54846142453664,Credit Card,Desktop,0
29,Male,Asia,9,9,1,2,72.7912242856093,Credit Card,Tablet,0
20,Male,North America,24,10,0,2,66.10196228663769,Direct Debit,Mobile,0
26,Female,North America,11,10,2,4,53.83408297990551,Credit Card,Tablet,1
36,Male,South America,14,8,3,5,50.78236946698286,PayPal,Tablet,0
38,Male,Asia,1,9,1,2,31.923775554531296,PayPal,Mobile,0
36,Female,South America,9,7,3,0,63.06498804219312,Direct Debit,Mobile,0
31,Female,South America,9,6,2,4,53.67452732316769,Credit Card,Desktop,0
44,Female,Europe,3,3,2,5,79.74573879402705,PayPal,Tablet,1
35,Female,Europe,13,7,2,4,55.905505808103044,Direct Debit,Desktop,0
42,Male,North America,24,9,3,4,86.50526832204079,Credit Card,Mobile,1
18,Female,South America,17,10,0,1,47.564538754299065,Direct Debit,Mobile,0
18,Female,Asia,24,10,1,4,58.25907255109602,Credit Card,Tablet,0
37,Female,Asia,5,9,2,0,33.70143282453658,Credit Card,Mobile,0
20,Female,North America,18,10,1,5,10.0,Direct Debit,Mobile,0
32,Male,North America,6,10,0,2,82.32439925402153,PayPal,Desktop,0
31,Female,North America,24,10,1,3,59.90311864563036,Direct Debit,Mobile,0
50,Male,Asia,14,8,2,0,66.23502533001513,Credit Card,Desktop,0
38,Female,South America,9,9,2,2,12.67331979485261,Direct Debit,Tablet,1
36,Male,South America,24,10,0,1,49.15265983379455,Credit Card,Mobile,0
43,Male,North America,14,8,0,2,49.015829810599584,Direct Debit,Desktop,0
38,Male,South America,7,4,2,2,50.72576166092058,Credit Card,Mobile,1
30,Male,North America,15,9,1,5,48.77989026133511,Credit Card,Desktop,0
45,Female,North America,9,10,0,5,72.52711787479655,Direct Debit,Tablet,1
23,Female,Europe,18,8,4,4,65.65963987132812,PayPal,Tablet,0
38,Male,Europe,17,10,4,0,62.78538241732402,PayPal,Desktop,1
19,Female,Asia,10,10,3,4,67.89927408056303,Direct Debit,Mobile,1
37,Female,Asia,17,10,2,4,79.62256484125513,PayPal,Desktop,0
36,Male,North America,3,5,3,4,53.47767450957594,Credit Card,Mobile,1
51,Female,South America,5,10,3,0,52.58856202008879,Credit Card,Desktop,1
19,Male,Europe,10,10,1,1,18.95316189273715,PayPal,Tablet,0
28,Female,Europe,6,8,4,0,48.983229107099824,Direct Debit,Mobile,1
43,Female,North America,2,4,0,5,49.40277944621657,Direct Debit,Tablet,1
38,Male,Europe,24,10,5,5,76.79044546771522,Credit Card,Tablet,0
36,Female,South America,8,8,4,5,67.1839595063839,Credit Card,Tablet,1
25,Female,Asia,7,10,0,2,50.82589055030506,PayPal,Mobile,0
29,Female,North America,10,10,4,5,16.14212906299383,PayPal,Tablet,1
47,Male,South America,7,7,3,2,62.03613188638186,PayPal,Tablet,1
34,Female,Europe,12,10,4,0,58.828462631240384,Credit Card,Desktop,1
38,Female,Europe,6,10,2,4,51.50722884331788,Direct Debit,Tablet,0
33,Female,South America,23,10,0,3,67.62999436053879,Direct Debit,Mobile,0
23,Female,North America,10,7,2,2,60.456499039319006,Credit Card,Desktop,0
44,Female,Europe,10,7,0,4,67.18341775985215,Credit Card,Tablet,1
40,Male,Asia,7,8,3,2,64.83235561585838,Credit Card,Tablet,1
58,Female,Asia,7,5,4,2,22.214567402515762,Credit Card,Tablet,0
24,Male,South America,24,10,0,3,55.654079121959484,PayPal,Desktop,0
43,Female,Europe,4,8,4,4,72.51911387153821,Direct Debit,Tablet,1
21,Male,South America,6,10,3,2,75.62317728807507,Credit Card,Tablet,0
36,Female,North America,5,9,0,1,63.855140816218324,Direct Debit,Tablet,0
44,Female,North America,1,6,3,3,41.5728598928302,Credit Card,Desktop,1
18,Male,South America,24,10,0,5,95.49723027599359,Direct Debit,Mobile,0
32,Female,North America,8,10,2,1,23.627219669771932,Credit Card,Desktop,0
29,Male,Asia,14,10,3,0,49.58940546819525,Direct Debit,Desktop,1
27,Male,South America,7,8,1,3,88.67918482448175,PayPal,Tablet,0
38,Male,Asia,1,9,2,0,41.19639201011962,Direct Debit,Tablet,0
46,Male,Europe,4,8,3,0,32.561833744260575,PayPal,Desktop,1
33,Female,South America,24,10,1,5,51.97357933553851,PayPal,Mobile,0
37,Male,South America,24,10,0,3,26.49707521828642,Credit Card,Desktop,0
36,Male,Asia,7,5,3,0,23.58382835607857,Credit Card,Mobile,1
35,Female,North America,5,8,3,1,43.966285280074395,PayPal,Mobile,0
24,Female,Europe,24,10,3,0,54.98589036485006,Direct Debit,Tablet,1
46,Male,Asia,6,8,0,5,45.479132575977324,Direct Debit,Mobile,0
37,Male,North America,1,7,2,3,41.59941070991988,Credit Card,Desktop,1
38,Female,Asia,24,10,2,3,68.21619252290029,Credit Card,Tablet,0
26,Female,South America,24,10,0,1,10.94167004768282,Direct Debit,Tablet,0
30,Female,North America,18,10,2,1,63.74710101851143,Direct Debit,Desktop,0
33,Female,South America,24,10,6,4,48.01409816874505,Credit Card,Tablet,0
19,Male,North America,6,10,2,1,25.312695581576513,PayPal,Mobile,0
18,Female,South America,8,9,2,5,68.01698430609795,Credit Card,Mobile,0
28,Female,Europe,6,9,1,5,38.7020247843916,Direct Debit,Desktop,0
40,Female,Europe,24,10,2,5,61.97054088993809,Credit Card,Desktop,0
28,Male,North America,9,9,1,5,63.52438472333106,Direct Debit,Desktop,0
24,Male,North America,24,10,2,4,58.59876214798697,PayPal,Desktop,0
26,Male,Asia,12,10,3,4,68.48108489684216,Credit Card,Mobile,1
30,Female,Asia,20,10,1,0,72.064181584268,Direct Debit,Desktop,0
31,Female,Europe,21,10,0,2,68.58429968109573,PayPal,Mobile,0
56,Male,Asia,4,7,2,0,72.25735887280392,PayPal,Mobile,1
45,Male,Europe,7,9,2,2,89.54859912568642,Credit Card,Desktop,0
45,Female,South America,24,10,3,1,29.025791970670525,Credit Card,Desktop,0
46,Male,South America,18,8,2,3,62.03960088922431,Credit Card,Tablet,0
25,Female,South America,15,10,0,5,39.25092690806234,Direct Debit,Mobile,0
22,Male,South America,11,10,2,5,49.90347122408056,Direct Debit,Desktop,1
23,Female,South America,24,10,4,2,10.0,Credit Card,Tablet,1
48,Male,Europe,1,9,3,3,82.23915889185629,Direct Debit,Mobile,1
29,Female,Europe,22,10,2,3,89.3924007269535,Credit Card,Tablet,0
22,Female,Asia,15,10,2,0,54.966053335409825,Direct Debit,Mobile,0
30,Female,South America,24,10,0,5,32.349475510858966,PayPal,Mobile,0
32,Female,Europe,21,10,4,0,42.89435719160596,Credit Card,Tablet,0
37,Female,Europe,1,7,1,1,59.24589343881171,Credit Card,Desktop,1
37,Male,South America,18,9,0,1,44.372980389207456,Direct Debit,Desktop,0
26,Female,South America,9,9,2,2,88.94434800388966,PayPal,Desktop,0
41,Female,South America,5,8,0,3,68.36854394036851,PayPal,Mobile,1
28,Female,Asia,13,9,2,0,10.668547390884846,Direct Debit,Tablet,0
33,Male,Asia,17,9,1,5,78.61998090239275,PayPal,Desktop,0
41,Male,Europe,1,7,1,2,49.31789471851345,PayPal,Desktop,0
28,Male,Europe,24,10,1,5,76.50455643908629,PayPal,Tablet,0
29,Male,North America,17,10,4,5,24.104593402796517,Credit Card,Mobile,0
40,Female,Asia,6,10,3,5,72.56745252177078,PayPal,Tablet,0
26,Male,North America,17,10,1,4,47.35474665467107,Credit Card,Desktop,0
31,Male,North America,18,10,0,0,76.08594063879616,Credit Card,Mobile,0
40,Male,South America,1,3,2,1,51.95084178153182,Direct Debit,Desktop,1
55,Male,Asia,1,10,5,5,58.1584209847783,Direct Debit,Tablet,1
41,Male,South America,9,8,3,5,30.020647906840363,Credit Card,Tablet,1
39,Female,North America,6,9,3,3,62.86982316465105,Direct Debit,Mobile,1
40,Female,Asia,7,10,3,2,40.87333474085165,Direct Debit,Desktop,1
24,Male,North America,7,10,4,0,27.193904195066445,Direct Debit,Desktop,1
36,Female,Asia,24,9,1,4,46.59662910096516,Credit Card,Mobile,0
34,Female,South America,10,6,1,1,49.10737347815823,Direct Debit,Mobile,0
38,Male,North America,1,7,2,2,73.50823799342736,Credit Card,Mobile,1
36,Female,Asia,12,7,3,2,65.73025281901485,PayPal,Mobile,1
38,Female,Europe,10,8,0,1,68.46361417738375,PayPal,Mobile,0
31,Female,North America,15,10,0,0,14.873138815439312,Direct Debit,Desktop,0
35,Female,Asia,1,8,2,2,52.57086277521695,Direct Debit,Tablet,1
22,Female,Europe,22,10,4,0,79.52143716678714,Credit Card,Desktop,1
31,Female,Asia,9,10,1,0,36.05900745743991,Credit Card,Mobile,0
48,Female,Asia,24,10,4,2,43.43557291937135,PayPal,Desktop,1
38,Female,South America,11,9,2,1,57.12490536649952,PayPal,Desktop,0
34,Male,South America,18,10,4,4,41.39799535122615,PayPal,Tablet,1
53,Male,North America,10,8,4,3,55.26872123558794,PayPal,Tablet,0
21,Female,South America,12,10,1,4,21.480727908307276,PayPal,Mobile,0
23,Male,Europe,9,10,1,3,62.52269927818618,PayPal,Mobile,0
52,Male,Europe,2,5,1,3,38.833655174874885,Direct Debit,Mobile,1
35,Male,Europe,11,10,2,3,56.324050720127275,PayPal,Mobile,0
32,Male,Europe,24,8,2,0,51.74739951809886,Direct Debit,Mobile,0
23,Male,South America,11,9,3,0,40.095689985481066,PayPal,Tablet,0
39,Male,South America,3,10,3,0,43.28030983645729,Direct Debit,Tablet,1
40,Female,Asia,19,10,0,2,45.62426389990081,PayPal,Desktop,0
24,Female,Europe,24,10,1,1,51.34668828057571,PayPal,Mobile,0
33,Female,Asia,24,10,3,5,39.26218429283023,Credit Card,Mobile,1
31,Female,Europe,24,10,3,5,39.897025424383045,Direct Debit,Desktop,0
37,Female,South America,8,8,3,5,50.538063574776466,PayPal,Tablet,1
23,Female,Europe,24,10,1,0,54.3996368984816,Credit Card,Desktop,0
47,Male,North America,1,8,1,4,51.1112722021703,Direct Debit,Desktop,0
44,Male,Europe,19,10,2,2,65.41595511292607,Credit Card,Desktop,0
31,Male,North America,6,10,1,4,40.8680096789393,Direct Debit,Tablet,0
32,Female,North America,16,8,4,2,42.922532174828746,PayPal,Mobile,1
33,Male,Europe,9,7,3,2,13.567240469076765,Direct Debit,Mobile,1
27,Male,North America,14,10,2,0,44.33091278269764,PayPal,Tablet,0
30,Female,South America,9,10,3,0,30.87766063926384,Direct Debit,Desktop,1
32,Male,South America,5,6,1,1,46.38424012127668,Direct Debit,Tablet,1
51,Male,Europe,18,10,5,4,91.70183788703389,Credit Card,Mobile,1
44,Female,Asia,1,5,1,3,71.70270402562832,PayPal,Desktop,1
44,Male,North America,11,6,3,5,33.38843218026989,Direct Debit,Mobile,1
38,Male,North America,4,6,2,3,33.60267744329722,PayPal,Mobile,1
23,Male,South America,16,10,3,5,49.50681987870938,Credit Card,Mobile,1
34,Female,South America,11,10,0,2,90.26092220106358,Direct Debit,Mobile,1
44,Male,South America,24,8,3,0,76.76659036921917,Direct Debit,Mobile,0
22,Female,Europe,20,10,3,0,48.299813027517295,Direct Debit,Tablet,1
41,Male,Asia,3,8,3,3,30.082257934659424,Direct Debit,Tablet,1
58,Male,Asia,24,10,4,3,54.67786269494473,PayPal,Desktop,1
45,Male,South America,3,10,3,3,31.005210127265055,Credit Card,Tablet,1
49,Female,Europe,2,9,1,3,64.71375670477096,Direct Debit,Desktop,1
37,Female,Asia,24,10,2,5,45.11854881153934,Direct Debit,Mobile,0
44,Male,Europe,1,6,1,0,61.71795250324541,Direct Debit,Mobile,1
27,Male,Asia,10,10,3,0,66.36725324666263,PayPal,Desktop,0
42,Male,South America,12,9,4,5,53.17607003209511,PayPal,Tablet,0
41,Female,South America,24,10,0,2,64.45068599188355,PayPal,Desktop,0
37,Male,Asia,4,8,3,4,57.23565349007328,Direct Debit,Desktop,1
48,Female,Asia,12,7,2,5,50.12714009993453,PayPal,Tablet,1
29,Male,Asia,5,8,5,5,35.35641152239111,Credit Card,Desktop,0
33,Female,Europe,20,10,4,1,30.469899858326016,PayPal,Mobile,0
35,Female,Europe,24,10,1,5,19.118647882087814,Credit Card,Desktop,0
24,Female,South America,7,7,1,3,40.27154665966485,Credit Card,Mobile,1
37,Female,Europe,18,10,6,2,16.608791403378397,Credit Card,Tablet,0
18,Female,Europe,13,10,2,1,100.75403474322219,Direct Debit,Tablet,0
45,Female,North America,10,10,3,3,50.517240857520434,Credit Card,Tablet,1
35,Female,Europe,14,10,3,5,80.1272199670475,PayPal,Tablet,0
29,Female,Europe,19,10,1,5,32.56270368330392,Direct Debit,Desktop,0
26,Female,North America,12,10,2,1,35.072816196562485,Credit Card,Mobile,0
32,Male,Europe,12,7,2,1,64.78914322204416,Direct Debit,Tablet,0
41,Male,South America,4,7,1,2,64.83666914470246,PayPal,Tablet,0
40,Male,Europe,2,5,2,3,47.78163255894682,PayPal,Tablet,1
27,Male,Asia,24,8,0,3,32.84675959387468,Credit Card,Tablet,0
26,Female,Asia,24,10,2,3,35.821763195909575,Direct Debit,Mobile,0
41,Male,South America,23,10,2,2,62.47267632950277,Direct Debit,Mobile,0
27,Male,Europe,24,10,1,1,45.79153842633811,Direct Debit,Mobile,0
35,Male,South America,5,8,0,1,46.593360754908694,Credit Card,Mobile,0
36,Female,North America,7,10,1,1,71.81304266576274,PayPal,Desktop,1
38,Female,North America,24,10,3,4,61.64076177593471,PayPal,Tablet,0
43,Female,Europe,2,7,7,5,83.08479536760015,Direct Debit,Desktop,1
22,Female,South America,16,10,0,3,65.5439764621658,Credit Card,Tablet,0
18,Male,South America,18,9,1,0,38.204063374756174,PayPal,Tablet,0
29,Female,Europe,21,10,1,5,45.08129411508308,PayPal,Tablet,0
53,Male,North America,22,10,0,3,74.22230193754146,Credit Card,Tablet,0
55,Male,Asia,3,9,5,2,46.98958840106559,PayPal,Desktop,1
53,Female,North America,10,9,0,2,26.124821149470876,PayPal,Tablet,0
33,Male,Asia,24,8,2,3,36.43832543214827,Credit Card,Desktop,0
18,Female,Europe,24,10,2,1,10.0,Direct Debit,Desktop,0
18,Male,South America,15,10,3,3,81.1501792845901,PayPal,Tablet,0
28,Male,North America,8,8,2,0,74.93109369168,Direct Debit,Desktop,0
33,Male,Asia,14,7,3,0,77.46438021228208,Credit Card,Tablet,1
48,Female,Europe,5,6,5,0,37.35129177277373,Direct Debit,Desktop,1
43,Male,Asia,13,6,3,4,30.77140625830411,PayPal,Mobile,0
37,Female,South America,10,10,0,4,45.10857308735314,PayPal,Tablet,0
